,Time,Uptime,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,RAM,SWAP,EMC,GPU,APE,NVDEC,NVENC,NVJPG,NVJPG1,SE,VIC,Fan pwmfan0,Temp CPU,Temp CV0,Temp CV1,Temp CV2,Temp GPU,Temp SOC0,Temp SOC1,Temp SOC2,Temp tj,Power tj,Power TOT,jetson_clocks,nvp model,time,uptime
0,2023-12-14 23:26:21,6:08:47.920000,8,10,89,18,18,15,0.6730965395906694,0.00013384697108487152,0,12.5,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.718,-256.0,-256.0,-256.0,60.187,57.25,58.5,58.906,60.0,1837,8546,OFF,15W,2023-12-14 23:26:21.043409,0 days 06:08:47.920000
0,2023-12-14 23:27:21,6:09:47.980000,12,89,9,5,10,5,0.672677222784274,0.00013384697108487152,0,44.4,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.531,-256.0,-256.0,-256.0,59.687,57.437,58.656,58.906,59.687,1837,8306,OFF,15W,2023-12-14 23:27:21.083398,0 days 06:09:47.980000
0,2023-12-14 23:28:21,6:10:48.040000,30,14,67,11,26,9,0.6726965678239706,0.00013384697108487152,0,48.2,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.625,-256.0,-256.0,-256.0,59.562,57.281,58.437,58.968,59.843,1837,8586,OFF,15W,2023-12-14 23:28:21.152665,0 days 06:10:48.040000
0,2023-12-14 23:29:21,6:11:48.100000,7,5,27,69,4,14,0.6726892480792206,0.00013384697108487152,0,19.8,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.343,-256.0,-256.0,-256.0,59.562,57.437,58.593,58.75,59.625,1837,8226,OFF,15W,2023-12-14 23:29:21.227423,0 days 06:11:48.100000
0,2023-12-14 23:30:21,6:12:48.160000,9,88,10,12,6,18,0.6734693237340109,0.00013384697108487152,0,17.7,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.906,-256.0,-256.0,-256.0,59.968,57.218,58.5,58.875,59.968,1837,8506,OFF,15W,2023-12-14 23:30:21.271471,0 days 06:12:48.160000
0,2023-12-14 23:31:21,6:13:48.220000,11,47,49,10,8,10,0.6724999803935409,0.00013384697108487152,0,26.3,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.625,-256.0,-256.0,-256.0,60.0,57.406,58.406,58.906,59.625,1837,8226,OFF,15W,2023-12-14 23:31:21.351410,0 days 06:13:48.220000
0,2023-12-14 23:32:21,6:14:48.270000,11,6,88,9,8,5,0.6724544934083084,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.312,-256.0,-256.0,-256.0,59.718,57.312,58.5,58.937,59.781,1837,8386,OFF,15W,2023-12-14 23:32:21.432370,0 days 06:14:48.270000
0,2023-12-14 23:33:21,6:15:48.330000,39,21,9,9,22,56,0.6725391933118446,0.00013384697108487152,0,36.8,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.531,-256.0,-256.0,-256.0,59.468,57.156,58.437,58.781,59.468,1797,8266,OFF,15W,2023-12-14 23:33:21.511630,0 days 06:15:48.330000
0,2023-12-14 23:34:21,6:16:48.390000,10,34,6,10,8,66,0.6726892480792206,0.00013384697108487152,0,5.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.406,-256.0,-256.0,-256.0,60.093,57.406,58.437,58.656,60.093,1837,8386,OFF,15W,2023-12-14 23:34:21.583359,0 days 06:16:48.390000
0,2023-12-14 23:35:21,6:17:48.450000,24,45,53,6,23,7,0.6727791763718639,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.5,-256.0,-256.0,-256.0,60.125,57.218,58.437,58.843,59.781,1837,8426,OFF,15W,2023-12-14 23:35:21.659377,0 days 06:17:48.450000
0,2023-12-14 23:36:21,6:18:48.510000,12,4,89,10,8,6,0.672910408938454,0.00013384697108487152,0,71.8,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.25,-256.0,-256.0,-256.0,60.093,57.25,58.437,58.875,59.593,1837,8346,OFF,15W,2023-12-14 23:36:21.734063,0 days 06:18:48.510000
0,2023-12-14 23:37:21,6:19:48.570000,10,43,17,15,52,18,0.6731216358583838,0.00013384697108487152,0,37.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.562,-256.0,-256.0,-256.0,59.562,57.437,58.593,58.687,59.562,1837,8306,OFF,15W,2023-12-14 23:37:21.763416,0 days 06:19:48.570000
0,2023-12-14 23:38:21,6:20:48.630000,15,75,7,6,11,13,0.6731054278521517,0.00013384697108487152,0,42.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.468,-256.0,-256.0,-256.0,59.75,57.187,58.437,58.687,59.75,1837,8346,OFF,15W,2023-12-14 23:38:21.839404,0 days 06:20:48.630000
0,2023-12-14 23:39:21,6:21:48.690000,12,87,11,18,17,12,0.6733124720607957,0.00013384697108487152,0,2.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.375,-256.0,-256.0,-256.0,59.75,57.281,58.343,58.75,59.75,1837,8466,OFF,15W,2023-12-14 23:39:21.904210,0 days 06:21:48.690000
0,2023-12-14 23:40:21,6:22:48.740000,33,13,36,36,5,5,0.6733971719643319,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.281,-256.0,-256.0,-256.0,59.687,57.125,58.437,58.687,59.937,1837,8386,OFF,15W,2023-12-14 23:40:21.975390,0 days 06:22:48.740000
0,2023-12-14 23:41:22,6:23:48.800000,24,60,6,36,13,22,0.6735294502087434,0.00013384697108487152,0,27.2,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.656,-256.0,-256.0,-256.0,59.5,57.343,58.625,58.718,59.656,1837,8386,OFF,15W,2023-12-14 23:41:22.049261,0 days 06:23:48.800000
0,2023-12-14 23:42:22,6:24:48.860000,8,85,8,13,10,9,0.6725083458161123,0.00013384697108487152,0,90.2,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.312,-256.0,-256.0,-256.0,59.468,57.187,58.437,58.843,59.468,1837,8226,OFF,15W,2023-12-14 23:42:22.095399,0 days 06:24:48.860000
0,2023-12-14 23:43:22,6:25:48.920000,30,12,8,9,7,86,0.6748794202762158,0.00013384697108487152,0,37.7,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.718,-256.0,-256.0,-256.0,59.562,57.156,58.343,58.75,59.718,1837,8506,OFF,15W,2023-12-14 23:43:22.110743,0 days 06:25:48.920000
0,2023-12-14 23:44:22,6:26:48.980000,13,7,6,14,87,12,0.6725491272511482,0.00013384697108487152,0,46.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.437,-256.0,-256.0,-256.0,59.562,57.125,58.343,58.593,59.562,1837,8266,OFF,15W,2023-12-14 23:44:22.165542,0 days 06:26:48.980000
0,2023-12-14 23:45:22,6:27:49.040000,9,26,9,12,60,20,0.6727739479827568,0.00013384697108487152,0,13.4,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.375,-256.0,-256.0,-256.0,59.625,57.093,58.343,58.687,59.625,1837,8466,OFF,15W,2023-12-14 23:45:22.243426,0 days 06:27:49.040000
0,2023-12-14 23:46:22,6:28:49.100000,39,5,41,41,11,9,0.672490569293148,0.00013384697108487152,0,5.4,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.218,-256.0,-256.0,-256.0,59.687,57.218,58.437,58.562,59.687,1837,8386,OFF,15W,2023-12-14 23:46:22.322612,0 days 06:28:49.100000
0,2023-12-14 23:47:22,6:29:49.150000,10,9,12,8,83,14,0.6726139592760773,0.00013384697108487152,0,32.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.593,-256.0,-256.0,-256.0,59.531,57.125,58.343,58.593,59.593,1797,8226,OFF,15W,2023-12-14 23:47:22.396691,0 days 06:29:49.150000
0,2023-12-14 23:48:22,6:30:49.210000,22,51,37,8,24,14,0.6726584005834882,0.00013384697108487152,0,98.8,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.468,-256.0,-256.0,-256.0,59.375,57.25,58.406,58.718,59.468,1837,8266,OFF,15W,2023-12-14 23:48:22.473594,0 days 06:30:49.210000
0,2023-12-14 23:49:22,6:31:49.270000,9,12,45,49,11,7,0.672847668269168,0.00013384697108487152,0,5.7,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.218,-256.0,-256.0,-256.0,59.656,57.125,58.281,58.625,59.656,1837,8386,OFF,15W,2023-12-14 23:49:22.519404,0 days 06:31:49.270000
0,2023-12-14 23:50:22,6:32:49.320000,22,90,5,12,9,23,0.6727153900247564,0.00013384697108487152,0,32.5,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.437,-256.0,-256.0,-256.0,59.593,57.218,58.437,58.625,59.437,1837,8346,OFF,15W,2023-12-14 23:50:22.596184,0 days 06:32:49.320000
0,2023-12-14 23:51:22,6:33:49.380000,18,7,12,74,10,7,0.6730839914568122,0.00013384697108487152,0,36.9,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.062,-256.0,-256.0,-256.0,59.375,57.031,58.281,58.656,59.375,1797,8186,OFF,15W,2023-12-14 23:51:22.667395,0 days 06:33:49.380000
0,2023-12-14 23:52:22,6:34:49.440000,67,43,20,8,10,11,0.6731378438646161,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.25,-256.0,-256.0,-256.0,59.531,57.218,58.437,58.625,59.531,1837,8386,OFF,15W,2023-12-14 23:52:22.740467,0 days 06:34:49.440000
0,2023-12-14 23:53:22,6:35:49.500000,59,7,8,10,7,37,0.6734248824265999,0.00013384697108487152,0,54.9,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.718,-256.0,-256.0,-256.0,59.437,57.062,58.312,58.625,59.437,1797,8146,OFF,15W,2023-12-14 23:53:22.811957,0 days 06:35:49.500000
0,2023-12-14 23:54:22,6:36:49.550000,47,12,10,10,58,24,0.672292413345986,0.00013384697108487152,0,77.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.375,-256.0,-256.0,-256.0,59.406,57.093,58.156,58.687,59.406,1837,8346,OFF,15W,2023-12-14 23:54:22.881198,0 days 06:36:49.550000
0,2023-12-14 23:55:22,6:37:49.610000,36,7,45,27,6,10,0.6722594744946109,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.0,-256.0,-256.0,-256.0,59.843,57.031,58.281,58.5,59.468,1837,8346,OFF,15W,2023-12-14 23:55:22.955453,0 days 06:37:49.610000
0,2023-12-14 23:56:23,6:38:49.670000,71,9,6,11,39,17,0.6727572171376138,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.375,-256.0,-256.0,-256.0,59.5,57.218,58.156,58.531,59.5,1837,8506,OFF,15W,2023-12-14 23:56:23.034360,0 days 06:38:49.670000
0,2023-12-14 23:57:23,6:39:49.730000,12,21,62,33,11,5,0.6727504202317744,0.00013384697108487152,0,28.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.25,-256.0,-256.0,-256.0,59.5,57.312,58.437,58.531,59.5,1837,8346,OFF,15W,2023-12-14 23:57:23.111388,0 days 06:39:49.730000
0,2023-12-14 23:58:23,6:40:49.790000,21,10,11,80,8,16,0.6742567191335513,0.00013384697108487152,0,24.7,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.218,-256.0,-256.0,-256.0,59.531,57.156,58.156,58.562,59.531,1837,8426,OFF,15W,2023-12-14 23:58:23.187383,0 days 06:40:49.790000
0,2023-12-14 23:59:23,6:41:49.850000,23,7,13,39,44,14,0.6726599691002204,0.00013384697108487152,0,5.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.406,-256.0,-256.0,-256.0,59.531,57.062,58.187,58.5,59.531,1837,8346,OFF,15W,2023-12-14 23:59:23.259389,0 days 06:41:49.850000
0,2023-12-15 00:00:23,6:42:49.910000,10,89,9,6,5,11,0.6729595557960615,0.00013384697108487152,0,5.7,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.156,-256.0,-256.0,-256.0,59.625,57.0,58.156,58.531,59.437,1837,8306,OFF,15W,2023-12-15 00:00:23.331379,0 days 06:42:49.910000
0,2023-12-15 00:01:23,6:43:50.960000,90,10,4,4,9,9,0.6732978325712956,0.00013384697108487152,0,93.8,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.156,-256.0,-256.0,-256.0,59.218,57.031,58.312,58.531,59.406,1837,8226,OFF,15W,2023-12-15 00:01:23.403393,0 days 06:43:50.960000
0,2023-12-15 00:02:23,6:44:51.020000,24,25,21,74,21,13,0.6734123342927427,0.00013384697108487152,0,9.4,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,58.968,-256.0,-256.0,-256.0,59.437,56.937,58.093,58.406,59.437,1837,8386,OFF,15W,2023-12-15 00:02:23.464519,0 days 06:44:51.020000
0,2023-12-15 00:03:23,6:45:51.080000,11,8,10,6,89,6,0.6733339084561352,0.00013384697108487152,0,37.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.5,-256.0,-256.0,-256.0,59.468,56.968,58.125,58.437,59.5,1837,8186,OFF,15W,2023-12-15 00:03:23.535494,0 days 06:45:51.080000
0,2023-12-15 00:04:23,6:46:51.140000,22,26,44,37,15,10,0.673287898631992,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.156,-256.0,-256.0,-256.0,59.843,57.062,58.25,58.531,59.843,1837,8426,OFF,15W,2023-12-15 00:04:23.611368,0 days 06:46:51.140000
0,2023-12-15 00:05:23,6:47:51.200000,6,9,12,90,9,5,0.6735101051690469,0.00013384697108487152,0,16.3,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.281,-256.0,-256.0,-256.0,59.468,57.218,58.406,58.5,59.468,1837,8386,OFF,15W,2023-12-15 00:05:23.684029,0 days 06:47:51.200000
0,2023-12-15 00:06:23,6:48:51.250000,16,67,29,20,21,8,0.672675654267542,0.00013384697108487152,0,7.8,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.125,-256.0,-256.0,-256.0,59.562,57.0,58.281,58.5,59.562,1837,8466,OFF,15W,2023-12-15 00:06:23.759372,0 days 06:48:51.250000
0,2023-12-15 00:07:23,6:49:51.310000,18,20,8,86,6,13,0.6724639045087013,0.00013384697108487152,0,29.5,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.031,-256.0,-256.0,-256.0,59.406,56.906,58.156,58.531,59.406,1837,8266,OFF,15W,2023-12-15 00:07:23.839375,0 days 06:49:51.310000
0,2023-12-15 00:08:23,6:50:51.370000,16,17,70,19,24,10,0.6721549067124674,0.00013384697108487152,0,43.2,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.5,-256.0,-256.0,-256.0,59.375,56.875,58.187,58.5,59.5,1837,8346,OFF,15W,2023-12-15 00:08:23.895461,0 days 06:50:51.370000
0,2023-12-15 00:09:23,6:51:51.430000,64,4,24,10,5,18,0.6723713620215044,0.00013384697108487152,0,79.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.031,-256.0,-256.0,-256.0,59.25,56.812,58.125,58.437,59.593,1837,8226,OFF,15W,2023-12-15 00:09:23.971393,0 days 06:51:51.430000
0,2023-12-15 00:10:24,6:52:51.490000,25,14,9,44,35,34,0.6728821756372753,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.312,-256.0,-256.0,-256.0,59.437,57.031,58.031,58.5,59.437,1837,8546,OFF,15W,2023-12-15 00:10:24.047040,0 days 06:52:51.490000
0,2023-12-15 00:11:24,6:53:51.550000,11,7,80,16,10,6,0.672910408938454,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,58.937,-256.0,-256.0,-256.0,59.593,56.968,58.281,58.437,59.343,1837,8346,OFF,15W,2023-12-15 00:11:24.091411,0 days 06:53:51.550000
0,2023-12-15 00:12:24,6:54:51.610000,7,71,23,17,10,7,0.6740847051319253,0.00013384697108487152,0,31.3,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.031,-256.0,-256.0,-256.0,59.25,56.968,58.062,58.5,59.25,1837,8386,OFF,15W,2023-12-15 00:12:24.169442,0 days 06:54:51.610000
0,2023-12-15 00:13:24,6:55:51.670000,11,14,14,20,39,52,0.6730489612497942,0.00013384697108487152,0,30.1,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.093,-256.0,-256.0,-256.0,59.468,56.968,58.218,58.5,59.25,1837,8346,OFF,15W,2023-12-15 00:13:24.207268,0 days 06:55:51.670000
0,2023-12-15 00:14:24,6:56:51.730000,37,49,8,8,10,15,0.6731294784420446,0.00013384697108487152,0,23.1,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.062,-256.0,-256.0,-256.0,59.5,56.812,58.093,58.468,59.5,1797,8226,OFF,15W,2023-12-15 00:14:24.279403,0 days 06:56:51.730000
0,2023-12-15 00:15:24,6:57:51.780000,10,14,61,33,16,24,0.673356390529296,0.00013384697108487152,0,26.2,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.281,-256.0,-256.0,-256.0,59.218,57.0,58.0,58.437,59.281,1837,8386,OFF,15W,2023-12-15 00:15:24.338944,0 days 06:57:51.780000
0,2023-12-15 00:16:24,6:58:51.840000,7,8,10,79,15,5,0.673504353941029,0.00013384697108487152,0,23.2,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.0,-256.0,-256.0,-256.0,59.5,56.875,58.187,58.312,59.5,1837,8386,OFF,15W,2023-12-15 00:16:24.360401,0 days 06:58:51.840000
0,2023-12-15 00:17:24,6:59:51.900000,27,47,46,21,9,8,0.6731932647891521,0.00013384697108487152,0,25.8,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,58.906,-256.0,-256.0,-256.0,59.125,56.906,58.062,58.437,59.125,1837,8306,OFF,15W,2023-12-15 00:17:24.431385,0 days 06:59:51.900000
0,2023-12-15 00:18:24,7:00:51.960000,44,54,11,6,11,8,0.6722244442875928,0.00013384697108487152,0,32.3,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.218,-256.0,-256.0,-256.0,59.343,56.968,58.187,58.343,59.218,1837,8186,OFF,15W,2023-12-15 00:18:24.502656,0 days 07:00:51.960000
0,2023-12-15 00:19:24,7:01:52.020000,25,14,51,39,20,12,0.6723776360884329,0.00013384697108487152,0,5.7,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.062,-256.0,-256.0,-256.0,59.343,56.812,58.187,58.5,59.343,1837,8426,OFF,15W,2023-12-15 00:19:24.571469,0 days 07:01:52.020000
0,2023-12-15 00:20:24,7:02:52.080000,20,58,9,6,20,16,0.6726536950332918,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.062,-256.0,-256.0,-256.0,59.937,56.875,58.125,58.5,59.937,1837,8386,OFF,15W,2023-12-15 00:20:24.644970,0 days 07:02:52.080000
0,2023-12-15 00:21:24,7:03:52.140000,18,14,46,22,16,45,0.6729083175828111,0.00013384697108487152,0,67.2,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.218,-256.0,-256.0,-256.0,59.281,56.812,58.093,58.375,59.281,1837,8386,OFF,15W,2023-12-15 00:21:24.715389,0 days 07:03:52.140000
0,2023-12-15 00:22:24,7:04:52.200000,13,41,6,4,9,58,0.6733265887113851,0.00013384697108487152,0,5.8,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.0,-256.0,-256.0,-256.0,59.187,56.781,58.062,58.406,59.187,1837,8346,OFF,15W,2023-12-15 00:22:24.787404,0 days 07:04:52.200000
0,2023-12-15 00:23:24,7:05:52.250000,37,12,70,16,12,10,0.6727608770099889,0.00013384697108487152,0,16.2,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.218,-256.0,-256.0,-256.0,59.312,57.0,58.218,58.5,59.312,1837,8466,OFF,15W,2023-12-15 00:23:24.861004,0 days 07:05:52.250000
0,2023-12-15 00:24:24,7:06:52.310000,14,89,11,11,6,5,0.6731315697976875,0.00013384697108487152,0,10.9,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,58.968,-256.0,-256.0,-256.0,59.375,56.781,58.093,58.5,59.375,1837,8386,OFF,15W,2023-12-15 00:24:24.931400,0 days 07:06:52.310000
0,2023-12-15 00:25:24,7:07:52.370000,66,20,15,5,22,19,0.6755915268726129,0.00013384697108487152,0,19.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.312,-256.0,-256.0,-256.0,59.125,56.906,58.156,58.5,59.312,1837,8466,OFF,15W,2023-12-15 00:25:24.984065,0 days 07:07:52.370000
0,2023-12-15 00:26:25,7:08:52.430000,39,7,23,6,14,39,0.673239797452206,0.00013384697108487152,0,31.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.062,-256.0,-256.0,-256.0,59.125,56.875,58.093,58.406,59.125,1797,8186,OFF,15W,2023-12-15 00:26:25.063406,0 days 07:08:52.430000
0,2023-12-15 00:27:25,7:09:52.490000,65,24,7,16,9,20,0.6744104337733022,0.00013384697108487152,0,34.5,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.406,-256.0,-256.0,-256.0,59.375,56.781,58.0,58.5,59.375,1837,8306,OFF,15W,2023-12-15 00:27:25.118197,0 days 07:09:52.490000
0,2023-12-15 00:28:25,7:10:52.550000,10,10,14,54,55,9,0.6732779646926884,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.093,-256.0,-256.0,-256.0,59.718,56.875,58.062,58.406,59.718,1837,8386,OFF,15W,2023-12-15 00:28:25.187423,0 days 07:10:52.550000
0,2023-12-15 00:29:25,7:11:52.610000,7,7,86,11,9,9,0.6723112355467719,0.00013384697108487152,0,30.1,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,58.843,-256.0,-256.0,-256.0,59.531,56.875,58.093,58.5,59.531,1837,8186,OFF,15W,2023-12-15 00:29:25.231418,0 days 07:11:52.610000
0,2023-12-15 00:30:25,7:12:52.670000,11,9,19,21,88,8,0.6725240309834338,0.00013384697108487152,0,92.1,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.25,-256.0,-256.0,-256.0,59.406,56.875,58.156,58.343,59.406,1837,8346,OFF,15W,2023-12-15 00:30:25.296827,0 days 07:12:52.670000
0,2023-12-15 00:31:25,7:13:52.720000,7,89,6,9,11,8,0.6732068586008307,0.00013384697108487152,0,97.4,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.062,-256.0,-256.0,-256.0,59.187,56.906,58.25,58.312,59.187,1797,8226,OFF,15W,2023-12-15 00:31:25.316389,0 days 07:13:52.720000
0,2023-12-15 00:32:25,7:14:52.780000,35,18,13,62,10,27,0.6731718283938127,0.00013384697108487152,0,73.1,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.0,-256.0,-256.0,-256.0,59.406,56.781,58.062,58.343,59.406,1837,8386,OFF,15W,2023-12-15 00:32:25.375401,0 days 07:14:52.780000
0,2023-12-15 00:33:25,7:15:52.840000,10,9,8,87,8,7,0.6730202051097047,0.00013384697108487152,0,98.8,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,58.906,-256.0,-256.0,-256.0,59.437,57.0,58.281,58.281,59.437,1837,8266,OFF,15W,2023-12-15 00:33:25.447421,0 days 07:15:52.840000
0,2023-12-15 00:34:25,7:16:52.900000,20,43,24,17,42,10,0.6729412564341863,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,58.968,-256.0,-256.0,-256.0,59.625,56.843,58.062,58.375,59.625,1837,8426,OFF,15W,2023-12-15 00:34:25.521518,0 days 07:16:52.900000
0,2023-12-15 00:35:25,7:17:52.960000,9,63,34,10,9,7,0.6730259563377226,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.031,-256.0,-256.0,-256.0,59.468,56.937,58.156,58.406,59.468,1837,8386,OFF,15W,2023-12-15 00:35:25.595391,0 days 07:17:52.960000
0,2023-12-15 00:36:25,7:18:53.020000,22,53,31,6,36,9,0.6733244973557422,0.00013384697108487152,0,32.2,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,58.968,-256.0,-256.0,-256.0,59.156,56.75,58.062,58.406,59.156,1837,8546,OFF,15W,2023-12-15 00:36:25.669228,0 days 07:18:53.020000
0,2023-12-15 00:37:25,7:19:53.070000,11,6,90,5,10,9,0.6732622795253669,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,58.937,-256.0,-256.0,-256.0,59.406,56.843,58.093,58.406,59.406,1837,8386,OFF,15W,2023-12-15 00:37:25.741309,0 days 07:19:53.070000
0,2023-12-15 00:38:25,7:20:53.130000,86,10,7,14,13,5,0.674599701458982,0.00013384697108487152,0,40.1,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.187,-256.0,-256.0,-256.0,59.468,56.937,58.187,58.437,59.468,1837,8306,OFF,15W,2023-12-15 00:38:25.815403,0 days 07:20:53.130000
0,2023-12-15 00:39:25,7:21:53.190000,18,9,31,57,17,8,0.6732732591424919,0.00013384697108487152,0,5.7,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,58.875,-256.0,-256.0,-256.0,59.718,56.937,58.093,58.437,59.718,1837,8386,OFF,15W,2023-12-15 00:39:25.865013,0 days 07:21:53.190000
0,2023-12-15 00:40:25,7:22:53.250000,41,58,6,8,10,7,0.6724712242534514,0.00013384697108487152,0,5.7,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.125,-256.0,-256.0,-256.0,59.937,56.875,58.187,58.468,59.937,1837,8386,OFF,15W,2023-12-15 00:40:25.944806,0 days 07:22:53.250000
0,2023-12-15 00:41:26,7:23:53.310000,83,7,13,17,11,20,0.6728816527983645,0.00013384697108487152,0,30.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,58.968,-256.0,-256.0,-256.0,59.062,56.937,58.125,58.5,59.187,1797,8146,OFF,15W,2023-12-15 00:41:26.022899,0 days 07:23:53.310000
0,2023-12-15 00:42:26,7:24:53.370000,32,26,5,6,8,49,0.6728372114909535,0.00013384697108487152,0,31.3,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,58.968,-256.0,-256.0,-256.0,59.125,56.812,58.0,58.406,59.125,1797,8186,OFF,15W,2023-12-15 00:42:26.098086,0 days 07:24:53.370000
0,2023-12-15 00:43:26,7:25:53.430000,18,10,58,43,18,11,0.672919820038847,0.00013384697108487152,0,26.4,OFF,OFF,OFF,OFF,OFF,307200,OFF,66.27450980392157,59.031,-256.0,-256.0,-256.0,59.343,56.968,58.218,58.375,59.343,1837,8466,OFF,15W,2023-12-15 00:43:26.171392,0 days 07:25:53.430000
